word	freq	romanized
dăm	40857	dam
dưa leo	40856	dualeo
giao thoa	40855	giaothoa
gù	40854	gu
gặm nhấm	40853	gamnham
gốc rễ	40852	gocre
hậu phương	40851	hauphuong
khiêm nhường	40850	khiemnhuong
lòng đỏ	40849	longdo
lồng tiếng	40848	longtieng
mầy	40847	may
mọt sách	40846	motsach
ngà	40845	nga
nhân tình	40844	nhantinh
nhấp nháy	40843	nhapnhay
nhịp nhàng	40842	nhipnhang
nitơ	40841	nito
niên hiệu	40840	nienhieu
nóng chảy	40839	nongchay
qua loa	40838	qualoa
quay cuồng	40837	quaycuong
quá đỗi	40836	quadoi
quân sư	40835	quansu
quốc doanh	40834	quocdoanh
sao chổi	40833	saochoi
sám hối	40832	samhoi
sững sờ	40831	sungso
tai hại	40830	taihai
thiết giáp	40829	thietgiap
triền miên	40828	trienmien
trà trộn	40827	tratron
tích tắc	40826	tichtac
tự vẫn	40825	tuvan
vuột	40824	vuot
vút	40823	vut
vẹo	40822	veo
ăn hàng	40821	anhang
bích	40820	bich
băng hà	40819	bangha
chủ biên	40818	chubien
dùi	40817	dui
giục	40816	giuc
gặm	40815	gam
hoá trị	40814	hoatri
hổng	40813	hong
khinh bỉ	40812	khinhbi
lố	40811	lo
máu mủ	40810	maumu
ngôn ngữ học	40809	ngonnguhoc
phượng hoàng	40808	phuonghoang
quân tử	40807	quantu
sao băng	40806	saobang
sốt xuất huyết	40805	sotxuathuyet
thanh quản	40804	thanhquan
thoảng	40803	thoang
thấm thía	40802	thamthia
trầm tích	40801	tramtich
Tam Quốc	40799	tamquoc
bánh lái	40798	banhlai
bất thành	40797	batthanh
bọ hung	40796	bohung
can ngăn	40795	canngan
chườm	40794	chuom
chỉnh đốn	40793	chinhdon
cảm tính	40792	camtinh
cảm tạ	40791	camta
cọ xát	40790	coxat
du nhập	40789	dunhap
dở dang	40788	dodang
héc	40787	hec
học lực	40786	hocluc
hỷ	40785	hy
kỳ cựu	40784	kycuu
kỳ thị	40783	kythi
kỷ vật	40782	kyvat
lải nhải	40781	lainhai
múi	40780	mui
mẩn	40779	man
mẫu số	40778	mauso
nhà xe	40777	nhaxe
nhật thực	40776	nhatthuc
phác đồ	40775	phacdo
phản loạn	40774	phanloan
quá độ	40773	quado
rau muống	40772	raumuong
sậm	40771	sam
sến	40770	sen
thở phào	40769	thophao
trò hề	40768	trohe
trú ngụ	40767	trungu
tạm ứng	40766	tamung
tự thú	40765	tuthu
vệ binh	40764	vebinh
xiềng xích	40763	xiengxich
điềm tĩnh	40762	diemtinh
điện báo	40761	dienbao
đồn điền	40760	dondien
bảng hiệu	40759	banghieu
chối cãi	40758	choicai
du côn	40757	ducon
dâm đãng	40756	damdang
dỏm	40755	dom
dốt	40754	dot
giải nhiệt	40753	giainhiet
hãn	40752	han
kiêm nhiệm	40751	kiemnhiem
lảng tránh	40750	langtranh
mua vui	40749	muavui
mưu đồ	40748	muudo
nhã nhặn	40747	nhanhan
núi non	40746	nuinon
nước chấm	40745	nuoccham
quân chủ	40744	quanchu
rời rạc	40743	roirac
sủi	40742	sui
thuần hoá	40741	thuanhoa
thính giác	40740	thinhgiac
toàn thắng	40739	toanthang
trọng dụng	40738	trongdung
vũ đạo	40737	vudao
xoá sổ	40736	xoaso
ô uế	40735	oue
Đài Bắc	40734	daibac
đi đứng	40733	didung
điều độ	40732	dieudo
đồng tử	40731	dongtu
Ngũ Hành Sơn	40730	nguhanhson
biến chuyển	40729	bienchuyen
bôi nhọ	40728	boinho
bản lề	40727	banle
bận bịu	40726	banbiu
chỉnh tề	40725	chinhte
chủ đích	40724	chudich
cốt yếu	40723	cotyeu
dỗ	40722	do
giá lạnh	40721	gialanh
hiến dâng	40720	hiendang
khởi nguồn	40719	khoinguon
lui tới	40718	luitoi
ló	40717	lo
ngoảnh	40716	ngoanh
phân phát	40715	phanphat
phân vùng	40714	phanvung
quyền hành	40713	quyenhanh
sinh đẻ	40712	sinhde
sơ sài	40711	sosai
thúc ép	40710	thucep
thấp thoáng	40709	thapthoang
thập phương	40708	thapphuong
tiêu tan	40707	tieutan
ác độc	40706	acdoc
đình chiến	40705	dinhchien
đầu lâu	40704	daulau
chiều chuộng	40703	chieuchuong
chuồn chuồn	40702	chuonchuon
chùn	40701	chun
cử hành	40700	cuhanh
dưỡng lão	40699	duonglao
gô	40698	go
húc	40697	huc
kêu ca	40696	keuca
làm phép	40695	lamphep
lùng sục	40694	lungsuc
lơ là	40693	lola
mic	40692	mic
nhói	40691	nhoi
nhắn nhủ	40690	nhannhu
nhọc nhằn	40689	nhocnhan
pháp chế	40688	phapche
pháp quyền	40687	phapquyen
phải biết	40686	phaibiet
quốc trưởng	40685	quoctruong
sùi	40684	sui
thoát thân	40683	thoatthan
thượng nguồn	40682	thuongnguon
triết gia	40681	trietgia
trường tồn	40680	truongton
tơ lụa	40679	tolua
vật chủ	40678	vatchu
xuất gia	40677	xuatgia
ú	40676	u
đài phát thanh	40675	daiphatthanh
Bến Thành	40674	benthanh
Kim Ngưu	40672	kimnguu
Mê Linh	40671	melinh
bóng bay	40670	bongbay
băng thông	40669	bangthong
chu trình	40668	chutrinh
chày	40667	chay
chém giết	40666	chemgiet
cánh quạt	40665	canhquat
câu đối	40664	caudoi
cù	40663	cu
dè dặt	40662	dedat
gian dối	40661	giandoi
gần xa	40660	ganxa
hiệu lệnh	40659	hieulenh
khinh thường	40658	khinhthuong
khí quản	40657	khiquan
khăn quàng	40656	khanquang
kiểu cách	40655	kieucach
lo nghĩ	40654	longhi
lả	40653	la
may ra	40652	mayra
mặt trái	40651	mattrai
nhạt nhẽo	40650	nhatnheo
níu kéo	40649	niukeo
phòng hộ	40648	phongho
pô	40647	po
rong ruổi	40646	rongruoi
rình mò	40645	rinhmo
rò	40644	ro
tiên quyết	40643	tienquyet
trọng tải	40642	trongtai
tôm sú	40641	tomsu
viết lách	40640	vietlach
vô sản	40639	vosan
vô ý	40638	voy
ó	40637	o
đánh số	40636	danhso
đánh đấm	40635	danhdam
đằm thắm	40634	damtham
đồ tể	40633	dote
hiển	40632	hien
hân	40631	han
Miến Điện	40629	miendien
ai ngờ	40628	aingo
biên lai	40627	bienlai
bất diệt	40626	batdiet
bề trên	40625	betren
chớp nhoáng	40624	chopnhoang
chữ thập	40623	chuthap
công chuyện	40622	congchuyen
cực tím	40621	cuctim
hết thảy	40620	hetthay
khuếch đại	40619	khuechdai
lửa trại	40618	luatrai
mai một	40617	maimot
nam tước	40616	namtuoc
ngang hàng	40615	nganghang
nguyên thuỷ	40614	nguyenthuy
nông trường	40613	nongtruong
phong thái	40612	phongthai
phách	40611	phach
phượt	40610	phuot
phản bác	40609	phanbac
quy đổi	40608	quydoi
quý nhân	40607	quynhan
tham mưu trưởng	40606	thammuutruong
thương nhớ	40605	thuongnho
trong trắng	40604	trongtrang
trót	40603	trot
trần trụi	40602	trantrui
trợ thủ	40601	trothu
tóm lại	40600	tomlai
tôn sùng	40599	tonsung
tử vi	40598	tuvi
ung	40597	ung
váng	40596	vang
xanh xao	40595	xanhxao
đề bạt	40594	debat
khổng	40591	khong
Vân Nam	40590	vannam
bất trắc	40589	battrac
bở	40588	bo
can dự	40587	candu
chỉnh trang	40586	chinhtrang
chửi bới	40585	chuiboi
cáng	40584	cang
căm	40583	cam
dương cầm	40582	duongcam
giang mai	40581	giangmai
gạo nếp	40580	gaonep
gờ	40579	go
hoang đường	40578	hoangduong
hãm hại	40577	hamhai
khoảnh	40576	khoanh
lưu luyến	40575	luuluyen
lợi tiểu	40574	loitieu
màu mỡ	40573	maumo
mức sống	40572	mucsong
ngu đần	40571	ngudan
nguy cấp	40570	nguycap
nguỵ	40569	nguy
nhuận	40568	nhuan
náo loạn	40567	naoloan
rạn nứt	40566	rannut
sùng	40565	sung
tháng tám	40564	thangtam
tiểu tử	40562	tieutu
trung chuyển	40561	trungchuyen
trìu mến	40560	triumen
trắng trợn	40559	trangtron
trời đánh	40558	troidanh
tuần lộc	40557	tuanloc
tàn phế	40556	tanphe
vô duyên	40555	voduyen
vằn	40554	van
xà lách	40553	xalach
xỉu	40552	xiu
én	40550	en
ống khói	40549	ongkhoi
ống nghiệm	40548	ongnghiem
hà thành	40547	hathanh
an lạc	40546	anlac
biến chất	40545	bienchat
bị hại	40544	bihai
cam chịu	40543	camchiu
chân mày	40542	chanmay
chư hầu	40541	chuhau
chỉn chu	40540	chinchu
cả gan	40539	cagan
cố thủ	40538	cothu
dìu	40537	diu
dữ kiện	40536	dukien
hen suyễn	40535	hensuyen
kham	40534	kham
khạc	40533	khac
khởi sự	40532	khoisu
lan can	40531	lancan
mất dạy	40530	matday
mất giá	40529	matgia
ngải	40528	ngai
ngốn	40527	ngon
ngứa ngáy	40526	nguangay
nhảy vọt	40525	nhayvot
nhấm nháp	40524	nhamnhap
phiếm	40523	phiem
phân khối	40522	phankhoi
phông	40521	phong
súng đạn	40519	sungdan
sơ lược	40518	soluoc
thương cảm	40517	thuongcam
tiểu nhân	40516	tieunhan
trờ	40515	tro
vượt biên	40514	vuotbien
ý nguyện	40513	ynguyen
Đồng Xuân	40512	dongxuan
đau ốm	40511	dauom
đời đời	40510	doidoi
ầm ầm	40509	amam
Hà Tiên	40508	hatien
Văn Hoá	40506	vanhoa
bứt	40505	but
ca trù	40504	catru
da diết	40503	dadiet
diệt trừ	40502	diettru
dây xích	40501	dayxich
dạo đầu	40500	daodau
hồ Tây	40499	hotay
khơi gợi	40498	khoigoi
kết tủa	40496	kettua
liên can	40495	liencan
lãnh hải	40494	lanhhai
mùa màng	40493	muamang
ngượng ngùng	40492	nguongngung
nhột	40491	nhot
nói chơi	40490	noichoi
nếm trải	40489	nemtrai
nọc	40488	noc
phi vật thể	40487	phivatthe
phạm trù	40486	phamtru
phản ảnh	40485	phananh
thợ mộc	40484	thomoc
tiền nong	40483	tiennong
tiền tuyến	40482	tientuyen
trách móc	40481	trachmoc
trưng dụng	40480	trungdung
tái thiết	40479	taithiet
tơi	40478	toi
tẩn	40477	tan
xía	40476	xia
xấu số	40475	xauso
xẹp	40474	xep
ăn bám	40473	anbam
đổi đời	40472	doidoi
ụ	40471	u
Nam Kỳ	40470	namky
tiệp	40469	tiep
bao hàm	40468	baoham
biệt lập	40467	bietlap
bóng bẩy	40466	bongbay
bảo bối	40465	baoboi
bệnh xá	40464	benhxa
chìm đắm	40463	chimdam
chế giễu	40462	chegieu
dày dặn	40461	daydan
dãi	40460	dai
dịch giả	40459	dichgia
gồng	40458	gong
hoa tiêu	40457	hoatieu
hệ trọng	40456	hetrong
hối	40455	hoi
hộc	40454	hoc
khôn lường	40453	khonluong
kỳ thủ	40452	kythu
mâu	40451	mau
nhạc trưởng	40450	nhactruong
nhức nhối	40449	nhucnhoi
nóng nực	40448	nongnuc
nóng tính	40447	nongtinh
phích	40446	phich
phòng không	40445	phongkhong
ra lò	40444	ralo
răng nanh	40443	rangnanh
sự tích	40442	sutich
thô tục	40441	thotuc
thể nào	40440	thenao
trung du	40439	trungdu
trườn	40438	truon
trọng thương	40437	trongthuong
tằm	40436	tam
tố giác	40435	togiac
vũ trường	40434	vutruong
ách tắc	40433	achtac
Đồ Sơn	40432	doson
ẵm	40431	am
ACE	40430	ace
latinh	40428	latinh
Việt Minh	40427	vietminh
bất tài	40426	battai
bỏ tù	40425	botu
chân vịt	40424	chanvit
cồng kềnh	40423	congkenh
dao găm	40422	daogam
giao ước	40421	giaouoc
giải nghệ	40420	giainghe
lu mờ	40419	lumo
láu cá	40418	lauca
mắt kính	40417	matkinh
nghiệt ngã	40416	nghietnga
ngoại xâm	40415	ngoaixam
nẹp	40414	nep
phù rể	40413	phure
quét dọn	40412	quetdon
sọt	40411	sot
thao	40410	thao
thuần thục	40409	thuanthuc
triệt tiêu	40408	triettieu
tru	40407	tru
trượt băng	40406	truotbang
tung tích	40405	tungtich
tĩnh điện	40404	tinhdien
xóc	40403	xoc
Đức Mẹ	40402	ducme
đường sá	40401	duongsa
đập tan	40400	daptan
địa chính	40399	diachinh
biện	40398	bien
bất chính	40397	batchinh
chau	40396	chau
châm biếm	40395	chambiem
chút đỉnh	40394	chutdinh
chạp	40393	chap
chập chờn	40392	chapchon
chắt	40391	chat
chẵn	40390	chan
cán sự	40389	cansu
cực nhọc	40388	cucnhoc
dĩ vãng	40387	divang
dương lịch	40386	duonglich
gây hấn	40385	gayhan
hàm ý	40384	hamy
hăng	40383	hang
hội ý	40382	hoiy
kaki	40381	kaki
luân hồi	40380	luanhoi
lâm sản	40379	lamsan
ma cô	40378	maco
ma quái	40377	maquai
mậu dịch	40376	maudich
ngoáy	40375	ngoay
nhàn rỗi	40374	nhanroi
nháp	40373	nhap
nhún	40372	nhun
quê mùa	40371	quemua
suy đồi	40370	suydoi
tham số	40369	thamso
thiểu năng	40368	thieunang
thất thu	40367	thatthu
toàn tập	40366	toantap
trung tuần	40365	trungtuan
trông mong	40364	trongmong
trợn	40363	tron
vè	40362	ve
điên dại	40361	diendai
đậu tương	40360	dautuong
ốc sên	40359	ocsen
Bắc Hà	40358	bacha
chữ thập đỏ	40357	chuthapdo
Nam Kinh	40356	namkinh
Nhà Bè	40355	nhabe
binh chủng	40353	binhchung
bò cạp	40352	bocap
bảo vật	40351	baovat
bữa nay	40350	buanay
chao đảo	40349	chaodao
che khuất	40348	chekhuat
chiến khu	40347	chienkhu
chó má	40346	choma
cá chép	40345	cachep
cách tân	40344	cachtan
cứng cỏi	40343	cungcoi
danh nhân	40342	danhnhan
di vật	40341	divat
hội thẩm	40340	hoitham
khó dễ	40339	khode
không phận	40338	khongphan
li ti	40337	liti
lòng trắng	40336	longtrang
lưu vong	40335	luuvong
ngay ngắn	40334	ngayngan
nhỉnh	40333	nhinh
nhịp độ	40332	nhipdo
nốt ruồi	40331	notruoi
phim trường	40330	phimtruong
phảng phất	40329	phangphat
quào	40328	quao
quả cảm	40327	quacam
rộp	40326	rop
săn sóc	40325	sansoc
thiếu uý	40324	thieuuy
thoạt	40323	thoat
tiểu phẩm	40322	tieupham
trám	40321	tram
tàu điện	40320	taudien
tá tràng	40319	tatrang
tái ngộ	40318	taingo
từng trải	40317	tungtrai
văn tự	40316	vantu
vật chứng	40315	vatchung
xó	40314	xo
xô đẩy	40313	xoday
đom đóm	40312	domdom
đồng lương	40311	dongluong
buông tha	40310	buongtha
bóp méo	40309	bopmeo
bông tai	40308	bongtai
bịnh	40307	binh
châm cứu	40306	chamcuu
chằng chịt	40305	changchit
cùng cực	40304	cungcuc
cờ tướng	40303	cotuong
di căn	40302	dican
diều hâu	40301	dieuhau
dát	40300	dat
e dè	40299	ede
hiếu kỳ	40298	hieuky
huyết tương	40297	huyettuong
hướng đạo	40296	huongdao
kiện tụng	40295	kientung
lai lịch	40294	lailich
láo	40293	lao
lòng đường	40292	longduong
lộ liễu	40291	lolieu
mộc lan	40290	moclan
nhơ	40289	nho
niệu đạo	40288	nieudao
nẩy	40287	nay
nằm vùng	40286	namvung
phản động	40285	phandong
quân hàm	40284	quanham
sầu riêng	40283	saurieng
tuyển mộ	40282	tuyenmo
tuyệt chiêu	40281	tuyetchieu
tậu	40280	tau
vô lễ	40279	vole
xích mích	40278	xichmich
yến sào	40277	yensao
đam	40276	dam
đỉa	40275	dia
biểu mẫu	40273	bieumau
công binh	40272	congbinh
cảm nghĩ	40271	camnghi
cảm phục	40270	camphuc
cần mẫn	40269	canman
cầu chúc	40268	cauchuc
cồng chiêng	40267	congchieng
cụng	40266	cung
hiểm trở	40265	hiemtro
khập khiễng	40264	khapkhieng
kìm nén	40263	kimnen
luyến	40262	luyen
ly khai	40261	lykhai
lăn tăn	40260	lantan
lễ phục	40259	lephuc
mõm	40258	mom
mẹ kế	40257	meke
nông nổi	40256	nongnoi
than đá	40255	thanda
thon thả	40254	thontha
thí	40253	thi
thảo nào	40252	thaonao
thể diện	40251	thedien
triệt phá	40250	trietpha
trấn áp	40249	tranap
tập tục	40248	taptuc
tủi thân	40247	tuithan
vốn liếng	40246	vonlieng
xác đáng	40245	xacdang
áo phao	40244	aophao
âm hộ	40243	amho
đảm đương	40242	damduong
ẻo lả	40241	eola
Bạch Tuyết	40240	bachtuyet
bành trướng	40239	banhtruong
bất hủ	40238	bathu
bỏ dở	40237	bodo
bồi hồi	40236	boihoi
chum	40235	chum
con nợ	40234	conno
dìu dắt	40233	diudat
dầu hoả	40232	dauhoa
gian khó	40231	giankho
giả dụ	40230	giadu
hiên ngang	40229	hienngang
hoài niệm	40228	hoainiem
hôi hám	40227	hoiham
hùng hồn	40226	hunghon
hụt hẫng	40225	huthang
kinh tế học	40224	kinhtehoc
lành tính	40223	lanhtinh
nhà nhà	40222	nhanha
nhà nông	40221	nhanong
ruột thừa	40220	ruotthua
sẩy thai	40219	saythai
tham ô	40218	thamo
thiên niên kỷ	40217	thiennienky
thành kiến	40216	thanhkien
tháo chạy	40215	thaochay
thây	40214	thay
áy náy	40213	aynay
Đông Sơn	40212	dongson
Đại Nam	40211	dainam
điện đàm	40210	diendam
đầu đọc	40209	daudoc
bội thu	40208	boithu
chen lấn	40207	chenlan
chính trực	40206	chinhtruc
chốc	40205	choc
chớm	40204	chom
cánh gà	40203	canhga
cương lĩnh	40202	cuonglinh
cảnh ngộ	40201	canhngo
dạ tiệc	40199	datiec
giải khát	40198	giaikhat
gò bó	40197	gobo
khéo tay	40196	kheotay
kinh hãi	40195	kinhhai
liên miên	40194	lienmien
làn điệu	40193	landieu
lẩn	40192	lan
lằng nhằng	40191	langnhang
méo mó	40190	meomo
mắc cỡ	40189	macco
mộng du	40188	mongdu
ngạo	40187	ngao
nhão	40186	nhao
nán	40185	nan
nữ công	40184	nucong
phô diễn	40183	phodien
rợp	40182	rop
than khóc	40181	thankhoc
thu ngân	40180	thungan
thành danh	40179	thanhdanh
tiêu xài	40178	tieuxai
trồi	40177	troi
trội	40176	troi
trợ giảng	40175	trogiang
tương ớt	40174	tuongot
từ loại	40173	tuloai
từ tính	40172	tutinh
tự cao	40171	tucao
ve vãn	40170	vevan
vô biên	40169	vobien
vị giác	40168	vigiac
đoan trang	40167	doantrang
địa đạo	40166	diadao
ứng cứu	40165	ungcuu
hồi giáo	40163	hoigiao
buồn rầu	40161	buonrau
bù nhìn	40160	bunhin
bại liệt	40159	bailiet
bốn phương	40158	bonphuong
bột ngọt	40157	botngot
chiêu trò	40156	chieutro
cấm địa	40155	camdia
cặp kè	40154	capke
giành giật	40153	gianhgiat
hong	40152	hong
hoạn nạn	40151	hoannan
hời hợt	40150	hoihot
lưu huỳnh	40149	luuhuynh
lạch	40148	lach
lẩm bẩm	40147	lambam
lắp ghép	40146	lapghep
miên man	40145	mienman
một mực	40144	motmuc
ngọc thạch	40143	ngocthach
nhuần nhuyễn	40142	nhuannhuyen
nướu	40141	nuou
phản diện	40140	phandien
rỗng tuếch	40139	rongtuech
sưa	40138	sua
thảnh thơi	40137	thanhthoi
tiểu luận	40136	tieuluan
trầm ngâm	40135	tramngam
vô thần	40134	vothan
xác thịt	40133	xacthit
đại cương	40132	daicuong
địa thế	40131	diathe
Bồ Tát	40130	botat
Hương Sơn	40128	huongson
bỏ ngỏ	40127	bongo
chực	40126	chuc
công tơ	40125	congto
ghét bỏ	40124	ghetbo
già yếu	40123	giayeu
gióng	40122	giong
hoa lá	40121	hoala
hát ru	40120	hatru
hích	40119	hich
hương liệu	40118	huonglieu
khoả thân	40117	khoathan
lán	40116	lan
lượn lờ	40115	luonlo
lập phương	40114	lapphuong
lỗi lạc	40113	loilac
mơ màng	40112	momang
nghiên	40111	nghien
ngờ vực	40110	ngovuc
nhạc viện	40109	nhacvien
thành tâm	40108	thanhtam
tiền tài	40107	tientai
tắc kè	40106	tacke
uổng	40105	uong
vô vị	40104	vovi
xói mòn	40103	xoimon
ước ao	40102	uocao
ấm no	40101	amno
ẩu	40100	au
Bắc Hàn	40099	bachan
sing	40098	sing
tĩnh	40097	tinh
Tết Nguyên Đán	40096	tetnguyendan
bài làm	40095	bailam
bình an	40094	binhan
bùa chú	40093	buachu
búng	40092	bung
bất khuất	40091	batkhuat
bền chặt	40090	benchat
bệ phóng	40089	bephong
bốc đồng	40088	bocdong
cơ địa	40087	codia
giặt giũ	40086	giatgiu
gái gọi	40085	gaigoi
hiếu thảo	40084	hieuthao
huỳnh quang	40083	huynhquang
hồi hương	40082	hoihuong
hớn hở	40081	honho
khó nhọc	40080	khonhoc
mấy chốc	40079	maychoc
nhè nhẹ	40077	nhenhe
nuông chiều	40076	nuongchieu
nước mặn	40075	nuocman
phèn	40074	phen
phục hưng	40073	phuchung
quyến	40072	quyen
sa ngã	40071	sanga
tiến cử	40070	tiencu
to tướng	40069	totuong
trắc ẩn	40068	tracan
từ giã	40067	tugia
việt quất	40066	vietquat
xà bông	40065	xabong
xấp	40064	xap
xốt	40063	xot
ào	40062	ao
úa	40061	ua
đánh bật	40060	danhbat
Quảng Tây	40059	quangtay
bán dẫn	40058	bandan
băng keo	40057	bangkeo
chọc trời	40056	choctroi
dáng dấp	40055	dangdap
giai thoại	40054	giaithoai
hóng	40053	hong
hợp xướng	40052	hopxuong
kim ngân	40051	kimngan
lép	40050	lep
lợn rừng	40049	lonrung
mỏi mệt	40048	moimet
ngách	40047	ngach
nên thơ	40046	nentho
nông nỗi	40045	nongnoi
sung sức	40044	sungsuc
thai nghén	40043	thainghen
thính	40042	thinh
thưa thớt	40041	thuathot
thấm nhuần	40040	thamnhuan
toại nguyện	40039	toainguyen
trăm	40038	tram
trạm xá	40037	tramxa
trọng thể	40036	trongthe
trống đồng	40035	trongdong
trừng	40034	trung
tung hoành	40033	tunghoanh
tú tài	40032	tutai
tương trợ	40031	tuongtro
tưới tiêu	40030	tuoitieu
tường tận	40029	tuongtan
vui thú	40028	vuithu
xa xăm	40027	xaxam
xe kéo	40026	xekeo
đa cảm	40025	dacam
đại từ	40024	daitu
đạo cụ	40023	daocu
phật giáo	40022	phatgiao
Trung Cộng	40021	trungcong
bói	40019	boi
băng rôn	40018	bangron
bờm	40017	bom
chịu chơi	40016	chiuchoi
cung cầu	40015	cungcau
cú pháp	40014	cuphap
cạp	40013	cap
cấu	40012	cau
dây dưa	40011	daydua
giao du	40010	giaodu
giá rét	40009	giaret
gáo	40008	gao
hiến chương	40007	hienchuong
hàm số	40006	hamso
hạ lệnh	40005	halenh
hậu cung	40004	haucung
hết mực	40003	hetmuc
hố đen	40002	hoden
hủ	40001	hu
khoan nhượng	40000	khoannhuong
kích dục	39999	kichduc
loang	39998	loang
lúa nước	39997	luanuoc
lắng đọng	39996	langdong
lễ nghi	39995	lenghi
mom	39994	mom
mờ ảo	39993	moao
ngò	39992	ngo
nhu nhược	39991	nhunhuoc
nhầy	39990	nhay
nhợt nhạt	39989	nhotnhat
quang phổ	39988	quangpho
quân chủng	39987	quanchung
quốc ngữ	39986	quocngu
sặc	39985	sac
tai ương	39984	taiuong
thuế quan	39983	thuequan
thái cực	39982	thaicuc
thượng tướng	39981	thuongtuong
thần đồng	39980	thandong
thối nát	39979	thoinat
tiêm kích	39978	tiemkich
trang lứa	39977	tranglua
tràn trề	39976	trantre
tàn khốc	39975	tankhoc
tân trang	39974	tantrang
uốn nắn	39973	uonnan
vun đắp	39972	vundap
văn xuôi	39971	vanxuoi
xô xát	39970	xoxat
đếu	39969	deu
đồng bạc	39968	dongbac
bơ vơ	39967	bovo
chuột chũi	39966	chuotchui
cói	39965	coi
cận thị	39964	canthi
cứu cánh	39963	cuucanh
da gà	39962	daga
dè	39961	de
dậm	39960	dam
huống chi	39959	huongchi
hỉ	39958	hi
học vị	39957	hocvi
khả dĩ	39956	khadi
ké	39955	ke
lạnh nhạt	39954	lanhnhat
mai sau	39953	maisau
mọi rợ	39952	moiro
ngoái	39951	ngoai
ngựa vằn	39950	nguavan
quỵ	39949	quy
run sợ	39948	runso
sai khiến	39947	saikhien
sai số	39946	saiso
sâm banh	39945	sambanh
sạn	39944	san
thành hoàng	39943	thanhhoang
thành tố	39942	thanhto
tiên sư	39941	tiensu
trấu	39940	trau
tu dưỡng	39939	tuduong
tái hợp	39938	taihop
tán dương	39937	tanduong
tự lực	39936	tuluc
tự phụ	39935	tuphu
xe lửa	39934	xelua
đa cấp	39933	dacap
đơn thân	39932	donthan
đậm đặc	39931	damdac
ẩn số	39930	anso
Cửa Lò	39929	cualo
Hy Lạp	39928	hylap
Hải Nam	39927	hainam
kháng	39926	khang
Rạch Giá	39925	rachgia
Song Tử	39924	songtu
acc	39922	acc
ba ba	39921	baba
bết	39920	bet
bọ chét	39919	bochet
cam go	39918	camgo
cao niên	39917	caonien
chính kiến	39916	chinhkien
cũ rích	39915	curich
cổ hủ	39914	cohu
dẫn độ	39913	dando
dẹt	39912	det
hoạt bát	39911	hoatbat
hắt hơi	39910	hathoi
hẳn hoi	39909	hanhoi
học thức	39908	hocthuc
hỏi cung	39907	hoicung
hồng ngọc	39906	hongngoc
khui	39905	khui
khích	39904	khich
lan tràn	39903	lantran
liệt dương	39902	lietduong
luật định	39901	luatdinh
mòng	39900	mong
mù tạt	39899	mutat
mới toanh	39898	moitoanh
nguyên soái	39897	nguyensoai
ngơi	39896	ngoi
nhân gian	39895	nhangian
nép	39894	nep
nứt nẻ	39893	nutne
oanh liệt	39892	oanhliet
siêu đẳng	39891	sieudang
sub	39890	sub
thái bình	39889	thaibinh
thông đồng	39888	thongdong
thường kỳ	39887	thuongky
thầm kín	39886	thamkin
thập tự	39885	thaptu
tiết tấu	39884	tiettau
tiểu tiện	39883	tieutien
trừ khử	39882	trukhu
tuỵ	39881	tuy
tù trưởng	39880	tutruong
tạm bợ	39879	tambo
vỗ về	39878	vove
xích lô	39877	xichlo
xức	39876	xuc
á rập	39875	arap
đa phương	39874	daphuong
đinh hương	39873	dinhhuong
đặc công	39872	daccong
ẻm	39871	em
bính	39870	binh
chinh	39869	chinh
dậu	39868	dau
bịp bợm	39867	bipbom
chen chúc	39866	chenchuc
chít	39865	chit
chất xám	39864	chatxam
chắp	39863	chap
chữ nghĩa	39862	chunghia
cạm bẫy	39861	cambay
cảm phiền	39860	camphien
dữ tợn	39859	duton
guốc	39858	guoc
gơ	39857	go
hiếm muộn	39856	hiemmuon
húng	39855	hung
khao	39854	khao
khoan hồng	39853	khoanhong
kết nghĩa	39852	ketnghia
lênh đênh	39851	lenhdenh
mập mờ	39850	mapmo
mề đay	39849	meday
mỏm	39848	mom
ngập ngừng	39847	ngapngung
nhại	39846	nhai
nồng nặc	39845	nongnac
riết	39844	riet
rốn	39843	ron
sum họp	39842	sumhop
sự biến	39841	subien
thoát vị	39840	thoatvi
thuần chủng	39839	thuanchung
thù ghét	39838	thughet
tiêu cự	39837	tieucu
trung lưu	39836	trungluu
tung hô	39835	tungho
tân tiến	39834	tantien
túc trực	39833	tuctruc
tử tù	39832	tutu
vô sự	39831	vosu
vô ơn	39830	voon
xúi giục	39829	xuigiuc
thiệu	39828	thieu
Tin Lành	39827	tinlanh
bí hiểm	39826	bihiem
bẹp	39825	bep
chiếm dụng	39824	chiemdung
chính trường	39823	chinhtruong
chững chạc	39822	chungchac
cả tin	39821	catin
du mục	39820	dumuc
dãn	39819	dan
dòm	39818	dom
ghiền	39817	ghien
giãi bày	39816	giaibay
giảng giải	39815	gianggiai
gợi mở	39814	goimo
hải cảng	39813	haicang
khơi mào	39812	khoimao
kiệm	39811	kiem
lư	39810	lu
lỗ đen	39809	loden
mướp	39808	muop
mạch lạc	39807	machlac
mạo danh	39806	maodanh
mềm dẻo	39805	memdeo
mỹ nữ	39804	mynu
ngan	39803	ngan
nguyên văn	39802	nguyenvan
nội khoa	39801	noikhoa
phim truyện	39800	phimtruyen
phản vệ	39799	phanve
phủ định	39798	phudinh
quèn	39797	quen
thòng lọng	39796	thonglong
